order_id,customer_id,order_date,payment_mode,order_status,order_channel
203,1709,2025-11-20,Wallet,Delivered,App
204,789,2024-12-12,Wallet,Delivered,App
205,1911,2025-10-09,Wallet,Delivered,Web
206,1941,2022-09-05,COD,Cancelled,App
207,479,2024-07-02,Wallet,Delivered,App
208,1525,2024-04-04,UPI,Delivered,App
209,1119,2022-04-16,Wallet,Delivered,Web
210,77,2023-06-17,UPI,Delivered,App
211,967,2025-12-15,UPI,Delivered,Web
212,1372,2024-10-01,UPI,Cancelled,Web
213,884,2023-07-24,Wallet,Delivered,App
214,1462,2025-04-16,UPI,Delivered,App
215,1672,2025-01-23,COD,Delivered,App
216,889,2024-06-01,UPI,Delivered,Web
217,70,2024-12-03,UPI,Delivered,App
218,908,2025-12-28,UPI,Delivered,Web
219,764,2023-10-12,COD,Delivered,App
220,1103,2023-11-10,COD,Delivered,Web
221,420,2023-07-06,Wallet,Delivered,Web
222,1434,2023-10-16,COD,Delivered,Web
223,662,2025-10-13,Wallet,Delivered,App
224,1207,2022-11-13,UPI,Delivered,Web
225,1824,2022-11-06,COD,Delivered,Web
226,1039,2022-12-03,COD,Delivered,App
227,1854,2022-06-01,Wallet,Delivered,Web
228,447,2022-01-07,COD,Delivered,App
229,764,2025-02-01,COD,Delivered,Web
230,393,2023-03-03,COD,Delivered,Web
231,1997,2024-04-12,COD,Delivered,Web
232,1922,2025-11-17,Wallet,Delivered,Web
233,375,2022-09-28,UPI,Delivered,Web
234,1907,2022-11-02,Wallet,Delivered,App
235,941,2022-06-23,Wallet,Cancelled,Web
236,1227,2022-01-03,COD,Returned,App
237,1907,2024-01-24,COD,Delivered,App
238,479,2024-10-09,UPI,Delivered,App
239,1920,2022-05-22,Wallet,Delivered,App
240,1290,2024-12-24,UPI,Cancelled,Web
241,1014,2023-06-02,Wallet,Delivered,App
242,1990,2022-08-28,UPI,Cancelled,Web
243,1482,2023-09-25,COD,Delivered,App
244,1779,2022-11-18,COD,Delivered,Web
245,1672,2022-11-28,UPI,Returned,App
246,319,2025-07-09,COD,Delivered,App
247,309,2022-02-16,Wallet,Returned,App
248,892,2025-10-06,UPI,Delivered,Web
249,1924,2025-11-14,Wallet,Returned,App
250,1255,2025-02-03,Wallet,Delivered,App
251,298,2025-05-03,COD,Delivered,App
252,507,2022-10-12,UPI,Delivered,App
253,1751,2022-05-03,UPI,Delivered,Web
254,20,2025-10-03,UPI,Delivered,App
255,726,2025-08-14,UPI,Delivered,App
256,1231,2025-12-04,COD,Delivered,Web
257,694,2024-04-07,Wallet,Delivered,Web
258,905,2022-06-10,Wallet,Delivered,App
259,1760,2025-12-11,COD,Delivered,App
260,305,2024-06-19,Wallet,Cancelled,App
261,786,2023-02-09,COD,Delivered,Web
262,1882,2022-10-01,Wallet,Cancelled,Web
263,188,2023-04-16,COD,Delivered,Web
264,589,2024-01-03,Wallet,Delivered,App
265,544,2025-08-06,Wallet,Delivered,App
266,276,2022-03-26,COD,Cancelled,App
267,1009,2022-09-06,Wallet,Delivered,Web
268,1741,2024-12-14,Wallet,Delivered,Web
269,526,2024-08-01,COD,Delivered,App
270,1590,2023-12-09,COD,Delivered,Web
271,690,2023-11-22,COD,Returned,App
272,1329,2025-10-28,COD,Cancelled,Web
273,1519,2024-07-06,Wallet,Returned,Web
274,775,2022-04-04,Wallet,Delivered,Web
275,158,2025-11-08,Wallet,Delivered,App
276,66,2025-06-15,UPI,Delivered,Web
277,1617,2023-08-15,Wallet,Cancelled,App
278,530,2022-11-04,COD,Returned,Web
279,1617,2022-06-22,UPI,Returned,Web
280,1441,2024-08-04,COD,Delivered,Web
281,591,2024-09-10,Wallet,Delivered,App
282,1637,2023-07-25,UPI,Delivered,App
283,1526,2024-12-12,COD,Delivered,App
284,546,2023-11-02,UPI,Delivered,Web
285,737,2022-01-14,UPI,Delivered,Web
286,1496,2024-02-25,Wallet,Delivered,App
287,1031,2024-09-05,COD,Delivered,App
288,242,2024-10-01,UPI,Delivered,App
289,1386,2023-01-01,UPI,Delivered,App
290,1125,2023-12-09,Wallet,Delivered,Web
291,667,2022-12-20,Wallet,Delivered,Web
292,1594,2025-07-21,UPI,Delivered,Web
293,94,2024-08-03,Wallet,Delivered,App
294,1004,2024-12-08,Wallet,Delivered,Web
295,1348,2024-03-22,COD,Delivered,Web
296,1466,2023-03-15,COD,Cancelled,App
297,947,2024-02-12,UPI,Delivered,Web
298,277,2022-07-11,COD,Delivered,Web
299,335,2024-07-02,UPI,Returned,App
300,394,2025-11-25,Wallet,Delivered,Web
301,1965,2023-10-17,Wallet,Delivered,App
302,51,2023-11-12,COD,Delivered,App
303,1576,2024-12-16,UPI,Delivered,Web
304,1002,2024-11-18,COD,Returned,Web
305,1062,2025-04-20,COD,Delivered,App
306,985,2025-10-24,COD,Delivered,Web
307,240,2025-12-09,UPI,Delivered,App
308,174,2024-03-14,Wallet,Delivered,Web
309,268,2022-11-11,Wallet,Delivered,Web
310,344,2022-07-27,COD,Delivered,Web
311,1378,2025-08-02,UPI,Returned,App
312,1055,2022-10-26,UPI,Delivered,Web
313,1191,2025-11-28,COD,Cancelled,Web
314,1222,2025-07-18,COD,Delivered,Web
315,1834,2024-01-16,UPI,Delivered,App
316,1473,2024-11-07,UPI,Delivered,App
317,1404,2024-07-04,COD,Delivered,Web
318,1720,2025-01-08,UPI,Delivered,Web
319,1068,2023-08-18,COD,Delivered,App
320,1754,2025-09-03,COD,Returned,App
321,870,2025-04-11,UPI,Delivered,App
322,1295,2025-12-22,UPI,Delivered,Web
323,466,2024-06-14,UPI,Delivered,Web
324,402,2024-12-02,COD,Delivered,Web
325,1665,2024-10-07,Wallet,Delivered,Web
326,1999,2024-07-12,UPI,Delivered,App
327,1849,2022-08-06,Wallet,Cancelled,App
328,1427,2024-07-04,Wallet,Delivered,Web
329,29,2024-11-07,UPI,Delivered,Web
330,277,2025-07-27,UPI,Delivered,Web
331,1312,2025-09-14,COD,Delivered,Web
332,1155,2023-03-17,UPI,Delivered,Web
333,292,2022-11-10,Wallet,Delivered,App
334,1355,2025-08-23,Wallet,Returned,Web
335,836,2024-11-20,COD,Cancelled,Web
336,43,2022-04-22,UPI,Delivered,Web
337,1927,2025-10-13,UPI,Delivered,Web
338,1636,2024-09-06,COD,Cancelled,Web
339,223,2023-01-20,COD,Delivered,App
340,630,2024-12-21,Wallet,Delivered,Web
341,908,2023-12-15,COD,Delivered,Web
342,1787,2022-08-19,Wallet,Returned,App
343,917,2024-11-17,Wallet,Delivered,Web
344,877,2022-12-28,Wallet,Delivered,Web
345,1639,2022-06-12,Wallet,Returned,Web
346,1818,2025-08-20,Wallet,Delivered,App
347,803,2025-11-11,UPI,Delivered,Web
348,1279,2025-03-11,Wallet,Delivered,Web
349,6,2022-10-28,Wallet,Delivered,Web
350,467,2022-12-14,Wallet,Delivered,App
351,1914,2022-04-15,COD,Delivered,App
352,1931,2022-06-05,UPI,Delivered,App
353,432,2022-12-17,UPI,Delivered,App
354,1109,2023-04-17,Wallet,Delivered,Web
355,228,2025-06-19,UPI,Delivered,Web
356,122,2025-11-11,COD,Delivered,Web
357,253,2022-01-27,COD,Delivered,App
358,661,2022-12-07,COD,Delivered,App
359,257,2023-09-06,UPI,Delivered,Web
360,982,2025-12-02,Wallet,Cancelled,App
361,992,2023-05-02,COD,Delivered,App
362,1889,2022-10-13,UPI,Delivered,App
363,1440,2023-12-05,Wallet,Cancelled,App
364,438,2022-06-09,UPI,Returned,Web
365,1225,2022-10-23,UPI,Delivered,App
366,1628,2024-12-20,UPI,Returned,Web
367,44,2022-03-08,UPI,Cancelled,App
368,1478,2025-05-03,UPI,Delivered,Web
369,1526,2022-07-23,COD,Cancelled,App
370,700,2022-10-13,Wallet,Delivered,App
371,208,2022-07-27,UPI,Returned,App
372,270,2024-11-04,COD,Cancelled,App
373,532,2022-07-01,UPI,Delivered,Web
374,1118,2022-08-08,Wallet,Returned,Web
375,1260,2025-06-22,UPI,Delivered,Web
376,1623,2022-06-01,UPI,Delivered,App
377,890,2022-04-10,COD,Cancelled,Web
378,583,2022-10-15,COD,Delivered,Web
379,121,2024-10-19,UPI,Delivered,App
380,1055,2023-09-20,UPI,Cancelled,App
381,1751,2022-11-17,UPI,Delivered,Web
382,1050,2024-06-23,UPI,Delivered,Web
383,851,2022-03-10,Wallet,Delivered,Web
384,1109,2024-03-24,Wallet,Delivered,App
385,745,2022-03-11,COD,Cancelled,Web
386,871,2025-01-06,UPI,Delivered,App
387,1695,2022-08-19,UPI,Delivered,App
388,1320,2025-12-22,COD,Cancelled,Web
389,121,2024-02-11,COD,Delivered,Web
390,278,2023-08-20,COD,Delivered,App
391,404,2022-04-17,Wallet,Delivered,App
392,1846,2022-09-26,Wallet,Cancelled,Web
393,782,2022-11-05,COD,Delivered,App
394,478,2024-03-21,Wallet,Cancelled,Web
395,1403,2025-04-17,UPI,Delivered,Web
396,909,2025-02-13,UPI,Delivered,App
397,990,2022-10-07,Wallet,Delivered,App
398,322,2024-01-18,COD,Delivered,App
399,1115,2024-05-20,Wallet,Delivered,Web
400,560,2025-09-05,UPI,Delivered,Web
401,1353,2025-07-17,Wallet,Returned,App
402,1079,2025-12-10,COD,Delivered,Web
403,1344,2025-12-19,COD,Delivered,Web
404,61,2025-12-08,UPI,Delivered,Web
405,1274,2025-09-16,Wallet,Delivered,Web
406,287,2022-06-02,COD,Delivered,Web
407,752,2025-04-11,UPI,Returned,Web
408,315,2023-06-17,UPI,Delivered,App
409,942,2024-09-10,Wallet,Cancelled,Web
410,1300,2022-08-05,UPI,Delivered,App
411,836,2023-02-11,Wallet,Delivered,Web
412,395,2023-08-13,UPI,Delivered,Web
413,788,2024-06-11,UPI,Returned,App
414,1058,2024-12-24,COD,Returned,Web
415,846,2025-12-20,Wallet,Delivered,App
416,756,2022-10-23,COD,Cancelled,Web
417,1921,2025-01-21,Wallet,Cancelled,Web
418,411,2025-09-26,COD,Delivered,App
419,221,2025-10-10,COD,Delivered,App
420,142,2023-08-06,Wallet,Delivered,Web
421,1198,2024-03-09,COD,Delivered,App
422,109,2025-06-09,Wallet,Returned,App
423,1187,2022-07-01,UPI,Delivered,Web
424,1141,2025-10-06,Wallet,Delivered,App
425,1012,2025-10-14,UPI,Delivered,Web
426,1113,2023-12-25,UPI,Delivered,App
427,48,2023-03-23,COD,Delivered,Web
428,717,2023-08-23,UPI,Delivered,Web
429,538,2022-11-02,COD,Delivered,Web
430,364,2025-12-06,COD,Delivered,Web
431,1643,2024-01-08,Wallet,Delivered,App
432,741,2022-03-19,UPI,Returned,App
433,1125,2023-04-14,UPI,Delivered,App
434,15,2025-09-13,Wallet,Delivered,App
435,105,2023-03-18,UPI,Delivered,App
436,1024,2024-06-22,UPI,Delivered,Web
437,1157,2024-09-09,UPI,Cancelled,App
438,1035,2022-11-17,UPI,Delivered,Web
439,1293,2023-08-21,UPI,Delivered,Web
440,842,2024-04-23,Wallet,Delivered,App
441,1068,2025-09-02,COD,Delivered,Web
442,415,2025-03-27,COD,Delivered,App
443,1586,2022-05-23,UPI,Delivered,Web
444,365,2025-01-23,COD,Returned,Web
445,1879,2024-08-28,Wallet,Delivered,App
446,545,2022-08-02,COD,Delivered,Web
447,1181,2024-10-05,UPI,Returned,App
448,670,2025-12-02,COD,Returned,App
449,622,2024-06-19,Wallet,Delivered,App
450,1827,2023-12-01,Wallet,Delivered,Web
451,1116,2022-06-04,COD,Cancelled,App
452,949,2022-11-18,COD,Cancelled,App
453,553,2023-11-09,Wallet,Delivered,Web
454,817,2023-08-19,COD,Cancelled,App
455,858,2023-11-03,UPI,Delivered,Web
456,497,2024-12-05,Wallet,Cancelled,Web
457,1260,2022-05-23,COD,Delivered,Web
458,614,2022-07-23,COD,Delivered,Web
459,1625,2022-09-08,UPI,Delivered,Web
460,1600,2024-07-25,Wallet,Delivered,Web
461,275,2024-10-21,Wallet,Delivered,Web
462,300,2024-12-19,COD,Delivered,App
463,752,2024-07-04,COD,Delivered,Web
464,436,2023-11-21,UPI,Returned,Web
465,1603,2022-11-07,UPI,Cancelled,App
466,425,2022-10-15,Wallet,Delivered,Web
467,978,2024-12-01,Wallet,Delivered,Web
468,866,2022-04-06,UPI,Cancelled,Web
469,218,2025-12-14,Wallet,Delivered,App
470,244,2022-06-19,COD,Cancelled,Web
471,176,2022-11-16,COD,Delivered,Web
472,1145,2025-10-17,COD,Delivered,App
473,1452,2023-12-22,COD,Delivered,App
474,116,2024-11-21,UPI,Delivered,Web
475,175,2024-04-23,Wallet,Delivered,Web
476,1042,2022-11-13,UPI,Delivered,Web
477,658,2023-05-05,UPI,Cancelled,App
478,583,2022-06-10,Wallet,Cancelled,Web
479,662,2024-08-10,Wallet,Delivered,App
480,1417,2025-05-08,COD,Delivered,Web
481,412,2023-05-11,Wallet,Cancelled,App
482,1418,2024-04-02,COD,Delivered,App
483,1415,2025-05-28,COD,Delivered,App
484,1374,2023-04-09,COD,Delivered,Web
485,817,2022-11-08,Wallet,Delivered,App
486,736,2023-09-22,Wallet,Delivered,Web
487,418,2022-06-16,UPI,Delivered,App
488,512,2024-04-26,UPI,Delivered,App
489,1703,2025-10-06,UPI,Delivered,Web
490,1825,2022-03-12,UPI,Delivered,Web
491,1850,2025-12-11,COD,Delivered,App
492,430,2023-06-05,Wallet,Delivered,Web
493,623,2022-06-09,Wallet,Delivered,App
494,127,2023-06-24,Wallet,Returned,App
495,462,2022-12-06,Wallet,Delivered,Web
496,741,2022-11-13,Wallet,Cancelled,App
497,430,2025-08-25,UPI,Delivered,App
498,1972,2025-09-08,UPI,Delivered,App
499,1349,2022-09-05,COD,Delivered,Web
500,1534,2022-07-04,UPI,Delivered,App
501,1096,2025-11-11,UPI,Delivered,App
502,1230,2022-08-04,COD,Delivered,Web
503,1414,2022-05-19,COD,Delivered,Web
504,919,2024-07-05,COD,Delivered,Web
505,805,2022-08-07,UPI,Returned,App
506,889,2022-03-07,UPI,Delivered,Web
507,739,2023-11-06,COD,Delivered,Web
508,1385,2022-02-26,Wallet,Delivered,App
509,1837,2024-09-17,UPI,Delivered,App
510,1220,2023-12-09,COD,Delivered,App
511,1929,2022-10-21,COD,Delivered,Web
512,1485,2023-04-16,Wallet,Returned,App
513,1418,2022-09-12,UPI,Delivered,App
514,927,2023-04-15,Wallet,Delivered,Web
515,161,2025-11-06,Wallet,Delivered,Web
516,75,2023-12-16,COD,Delivered,Web
517,1740,2023-04-21,COD,Cancelled,Web
518,620,2024-11-18,COD,Delivered,App
519,1510,2022-02-02,COD,Delivered,Web
520,641,2024-06-13,Wallet,Delivered,App
521,1579,2025-02-06,Wallet,Returned,App
522,3,2023-08-11,COD,Delivered,App
523,268,2024-11-11,COD,Returned,App
524,654,2023-09-17,UPI,Returned,App
525,393,2022-09-24,COD,Returned,Web
526,1949,2024-09-26,Wallet,Returned,Web
527,1605,2025-06-05,UPI,Delivered,Web
528,162,2024-10-04,COD,Delivered,Web
529,801,2025-10-24,COD,Cancelled,Web
530,962,2024-10-01,Wallet,Delivered,App
531,1612,2022-08-11,UPI,Delivered,App
532,1707,2023-10-28,Wallet,Delivered,App
533,176,2023-01-09,COD,Delivered,App
534,1262,2022-12-18,Wallet,Delivered,Web
535,1690,2024-04-15,Wallet,Delivered,App
536,582,2023-08-05,Wallet,Returned,App
537,824,2024-10-14,Wallet,Delivered,Web
538,644,2024-11-02,COD,Delivered,App
539,1765,2024-10-18,UPI,Delivered,App
540,574,2023-03-01,Wallet,Delivered,Web
541,1660,2024-09-14,COD,Delivered,App
542,1251,2025-11-24,COD,Delivered,Web
543,379,2024-10-23,COD,Delivered,Web
544,923,2025-11-24,Wallet,Delivered,Web
545,1842,2023-05-07,Wallet,Delivered,Web
546,1894,2023-11-10,COD,Returned,Web
547,906,2023-11-14,Wallet,Delivered,Web
548,662,2022-09-19,COD,Returned,App
549,2,2022-10-17,Wallet,Delivered,Web
550,1982,2025-06-02,Wallet,Delivered,App
551,377,2025-11-27,UPI,Delivered,App
552,867,2024-10-20,UPI,Returned,App
553,1276,2022-04-21,Wallet,Delivered,Web
554,1746,2022-11-27,COD,Delivered,App
555,1597,2023-12-11,UPI,Delivered,App
556,1648,2024-11-09,UPI,Returned,Web
557,1863,2025-07-16,UPI,Delivered,App
558,1714,2023-01-28,Wallet,Delivered,App
559,785,2023-12-05,UPI,Delivered,App
560,1767,2023-04-11,COD,Returned,Web
561,129,2024-03-19,UPI,Cancelled,Web
562,1907,2024-07-22,Wallet,Delivered,App
563,26,2024-10-09,Wallet,Delivered,App
564,1781,2024-06-01,COD,Delivered,App
565,76,2022-08-25,UPI,Delivered,App
566,1615,2023-01-24,COD,Returned,App
567,1047,2025-09-13,UPI,Delivered,App
568,377,2023-05-03,Wallet,Delivered,App
569,1986,2024-07-28,UPI,Delivered,App
570,1327,2023-09-23,UPI,Delivered,App
571,328,2025-12-26,COD,Cancelled,App
572,1218,2023-08-15,Wallet,Cancelled,Web
573,116,2022-05-17,COD,Delivered,Web
574,1115,2022-02-10,UPI,Delivered,Web
575,1904,2025-09-08,UPI,Delivered,App
576,1652,2025-02-28,Wallet,Delivered,App
577,1010,2022-09-22,Wallet,Delivered,App
578,969,2022-10-03,UPI,Delivered,Web
579,1353,2024-11-04,COD,Delivered,App
580,820,2024-07-06,UPI,Delivered,Web
581,184,2024-12-13,Wallet,Delivered,Web
582,1627,2024-10-19,COD,Delivered,App
583,28,2024-02-11,COD,Delivered,Web
584,988,2022-11-19,COD,Delivered,Web
585,1333,2024-10-24,UPI,Delivered,App
586,1160,2024-10-15,UPI,Delivered,Web
587,222,2025-09-03,UPI,Delivered,App
588,872,2023-12-07,COD,Delivered,App
589,560,2022-06-08,UPI,Delivered,Web
590,1147,2022-03-26,UPI,Cancelled,App
591,443,2022-10-05,COD,Delivered,Web
592,1357,2022-11-24,COD,Delivered,App
593,1350,2024-02-12,UPI,Delivered,Web
594,539,2023-10-22,Wallet,Delivered,App
595,844,2024-12-12,UPI,Delivered,App
596,1169,2025-12-22,COD,Delivered,Web
597,552,2022-12-08,COD,Delivered,Web
598,420,2022-03-05,Wallet,Delivered,Web
599,1196,2024-08-17,UPI,Delivered,Web
600,345,2025-07-02,COD,Delivered,Web
601,576,2023-11-08,Wallet,Delivered,Web
602,386,2024-06-25,UPI,Delivered,Web
603,500,2023-10-23,COD,Returned,Web
604,759,2022-10-16,COD,Delivered,Web
605,1438,2024-11-13,UPI,Cancelled,Web
606,1510,2024-11-03,COD,Cancelled,App
